ion_formula,charge,mz,class,reagent,phase,instrument,contributor,site,setting,biome,campaign,reference,peaklist_file
C9H6NO11,-,303.99463,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H10NO10,-,304.03102,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H10N3O9,-,304.04225,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C6H14N3O11,-,304.06338,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C12H18NO8,-,304.10379,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C13H22NO7,-,304.14018,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C15H30NO5,-,304.21295,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,304.89450,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,304.95300,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C3H5N4O13,-,304.98586,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H9N2O10,-,305.02627,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H13N2O9,-,305.06265,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C11H17N2O8,-,305.09904,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C12H21N2O7,-,305.13542,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C5H8NO14,-,305.99503,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H8N3O10,-,306.02152,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C6H12NO13,-,306.03141,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H12NO10,-,306.04667,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H12N3O9,-,306.05790,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H16N3O8,-,306.09429,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C12H20NO8,-,306.11944,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C13H24NO7,-,306.15583,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H7N2O11,-,307.00553,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H11N2O10,-,307.04192,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H15N2O9,-,307.07830,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C11H19N2O8,-,307.11469,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,307.89630,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C5H2F8NO5,-,307.98107,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C7H6N3O11,-,308.00078,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H10N3O10,-,308.03717,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H14N3O9,-,308.07355,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H18N3O8,-,308.10994,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,308.89200,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,308.94360,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C6H5N4O11,-,308.99603,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H9N2O11,-,309.02118,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H13N2O10,-,309.05757,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H17N2O9,-,309.09395,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C11H21N2O8,-,309.13034,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,309.97830,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C7H8N3O11,-,310.01643,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H12N3O10,-,310.05282,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H16N3O9,-,310.08920,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H20N3O8,-,310.12559,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C16H24NO5,-,310.16600,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,310.90200,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C7H7N2O12,-,311.00045,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H11N2O11,-,311.03683,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H15N2O10,-,311.07322,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H19N2O9,-,311.10960,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C11H23N2O8,-,311.14599,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H8O11S,-,311.97928,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C7H10N3O11,-,312.03208,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H14N3O10,-,312.06847,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H18NO10,-,312.09362,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,312.89940,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C6F11O2,-,312.97281,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C6H3F10O3,-,312.99280,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C7H9N2O12,-,313.01610,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C6H9N4O11,-,313.02733,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H13N2O11,-,313.05248,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H17N2O10,-,313.08887,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H21N2O9,-,313.12525,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C14H21N2O6,-,313.14051,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C6H8N3O12,-,314.01135,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C7H12N3O11,-,314.04773,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H16N3O10,-,314.08412,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C5H7N4O12,-,315.00660,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C11H11N2O9,-,315.04700,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C12H15N2O8,-,315.08339,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,315.98880,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C6H10N3O12,-,316.02700,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C7H14N3O11,-,316.06338,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C12H14NO9,-,316.06740,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H18NO11,-,316.08853,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C13H18NO8,-,316.10379,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C14H22NO7,-,316.14018,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C18H22NO4,-,316.15543,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,316.96580,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H5N4O10,-,317.00112,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C6H9N2O13,-,317.01101,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H9N2O10,-,317.02627,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C15H11NO7,-,317.05410,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C11H13N2O9,-,317.06265,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C16H15NO6,-,317.09049,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H21O11,-,317.10894,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,317.96500,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C5H8N3O13,-,318.00626,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C6H12N3O12,-,318.04265,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H12N3O9,-,318.05790,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C12H16NO9,-,318.08305,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C13H20NO8,-,318.11944,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C12H20N3O7,-,318.13067,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C14H24NO7,-,318.15583,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C18H24NO4,-,318.17108,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C16H32NO5,-,318.22860,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,318.96560,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C6H3F12O,-,318.99978,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H11N2O10,-,319.04192,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C11H15N2O9,-,319.07830,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C12H19N2O8,-,319.11469,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C13H23N2O7,-,319.15107,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C4H6N3O14,-,319.98553,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C6H10NO14,-,320.01068,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H10N3O10,-,320.03717,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C15H12O8,-,320.05377,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H14N3O9,-,320.07355,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C16H18NO6,-,320.11396,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,320.15920,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,320.97780,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H9N2O11,-,321.02118,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H13N2O10,-,321.05757,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C11H17N2O9,-,321.09395,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C12H21N2O8,-,321.13034,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C16H21N2O5,-,321.14560,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C5H8NO15,-,321.98994,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H8N3O11,-,322.01643,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C7H8N5O10,-,322.02767,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H12NO11,-,322.04158,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H12N3O10,-,322.05282,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C11H16NO10,-,322.07797,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C12H20NO9,-,322.11435,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C7H7N4O11,-,323.01168,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C9H11N2O11,-,323.03683,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C10H15N2O10,-,323.07322,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C11H19N2O9,-,323.10960,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C12H23N2O8,-,323.14599,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C13H27N2O7,-,323.18237,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
,,323.98800,unassigned,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
C8H10N3O11,-,324.03208,organic,NO3-,gas,LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Guo et al., 2022, ACP",Beijing_Latest_peaklist_20190420.db
